transaction_id,customer_id,txn_date,amount
7_5308,7,2026-01-06,84.11
7_4117,7,2025-08-31,15.31
7_1173,7,2025-10-17,8.92
7_8484,7,2026-02-22,29.63
7_9662,7,2025-09-29,8.2
7_2495,7,2025-11-27,7.92
7_5492,7,2025-11-13,198.52
7_9852,7,2026-02-20,22.35
7_1846,7,2025-09-26,45.0
7_1418,7,2025-10-25,24.68
7_2974,7,2025-11-12,4.92
7_5098,7,2026-01-22,18.48
7_5080,7,2025-09-03,8.21
7_5267,7,2025-10-08,10.28
7_1017,7,2026-01-08,59.41
7_2527,7,2025-09-02,11.27
7_5896,7,2025-12-26,12.08
7_1749,7,2026-02-17,17.9
7_5027,7,2025-11-30,24.86
7_9518,7,2025-11-30,9.47
7_9707,7,2026-02-05,22.28
7_3809,7,2026-01-16,2.31
7_1058,7,2026-01-18,134.45
7_2713,7,2025-10-02,18.9
7_5227,7,2025-10-10,13.48
7_5147,7,2026-02-25,10.46
7_7483,7,2025-09-11,3.31
7_3110,7,2025-11-09,4.12
7_2229,7,2026-02-14,6.06
8_2703,8,2025-11-15,56.22
8_5220,8,2026-02-18,45.18
8_8616,8,2025-09-02,34.3
8_8443,8,2025-09-04,13.78
8_8693,8,2025-12-20,35.72
8_4332,8,2025-09-18,2.34
8_6625,8,2025-10-02,9.78
8_7207,8,2025-09-23,50.39
8_1786,8,2025-12-12,22.51
8_2254,8,2025-10-27,62.46
8_4609,8,2026-02-24,8.91
8_2229,8,2026-01-28,6.75
8_5310,8,2025-12-13,82.35
8_6375,8,2026-02-16,6.42
8_2424,8,2025-10-28,20.22
8_2379,8,2026-01-18,29.42
8_9814,8,2025-09-24,37.96
8_8185,8,2025-11-01,6.4
8_7818,8,2025-12-07,22.39
8_8325,8,2025-09-10,3.68
8_1750,8,2025-12-23,10.53
8_2528,8,2026-01-02,11.6
8_3265,8,2025-12-26,22.04
8_5463,8,2026-01-08,16.87
8_9127,8,2025-09-27,4.55
8_4689,8,2026-01-19,32.17
8_7860,8,2025-10-03,46.79
8_8473,8,2025-09-15,6.09
8_5220,8,2025-10-27,50.36
8_8974,8,2026-01-27,80.84
8_3090,8,2025-09-23,15.64
8_4599,8,2025-09-07,17.56
8_1736,8,2025-11-14,45.19
8_1146,8,2025-12-13,3.2
8_5451,8,2025-12-31,64.8
8_5463,8,2025-10-31,56.4
8_1065,8,2025-09-12,61.97
8_4195,8,2026-01-23,15.59
8_8929,8,2025-09-14,5.96
8_7956,8,2026-01-01,25.22
8_6004,8,2025-10-03,2.42
8_8712,8,2025-09-16,11.45
8_9357,8,2025-10-23,16.29
8_3909,8,2025-10-10,60.97
8_1978,8,2025-12-19,6.15
9_2570,9,2025-09-17,26.36
9_9993,9,2025-12-23,63.95
9_4364,9,2026-01-26,8.94
9_6736,9,2025-12-19,30.69
9_7786,9,2025-09-21,20.2
9_8028,9,2025-12-13,12.48
9_6400,9,2026-01-12,12.98
9_1103,9,2025-11-11,18.0
9_4405,9,2026-01-06,3.31
9_4865,9,2025-10-27,14.08
9_1626,9,2025-10-24,4.93
9_3217,9,2026-01-22,4.7
9_3130,9,2025-12-01,22.78
9_7309,9,2025-11-05,19.8
9_3640,9,2026-01-28,4.31
9_9184,9,2026-02-04,4.54
9_6939,9,2025-12-20,19.72
9_5142,9,2025-10-08,29.88
9_2409,9,2025-09-17,11.99
9_6027,9,2025-12-01,10.21
9_6186,9,2025-08-31,58.1
9_4628,9,2025-11-09,12.59
9_3949,9,2026-01-06,20.71
9_6319,9,2025-10-22,5.35
9_9778,9,2026-02-05,21.35
9_7582,9,2025-10-20,32.92
9_2898,9,2025-11-26,27.78
10_3406,10,2025-08-31,14.04
10_3416,10,2026-02-09,8.15
10_9041,10,2025-09-27,58.01
10_7529,10,2026-02-07,12.83
10_7096,10,2026-01-29,5.61
10_4546,10,2026-02-21,282.69
10_5356,10,2025-10-02,4.47
10_1818,10,2025-12-24,106.11
10_3754,10,2026-01-03,95.77
10_9742,10,2025-09-06,11.64
10_9391,10,2025-10-10,19.12
10_9630,10,2026-02-21,10.32
10_7143,10,2026-01-11,48.09
10_3062,10,2026-02-14,8.09
10_9930,10,2026-01-05,20.67
10_9499,10,2025-11-22,2.93
10_4897,10,2025-11-16,18.57
10_8424,10,2025-12-13,38.08
10_2161,10,2025-10-06,9.73
10_4778,10,2025-09-24,2.37
10_1092,10,2025-08-31,463.01
10_6173,10,2025-12-06,165.73
10_5767,10,2026-02-22,6.24
11_6153,11,2025-11-09,23.64
11_1936,11,2025-12-16,19.93
11_4965,11,2025-11-02,7.22
11_6992,11,2025-12-25,9.08
11_7552,11,2026-01-19,48.69
11_3572,11,2026-02-04,44.22
11_3058,11,2025-11-25,188.62
11_1728,11,2026-02-05,31.82
11_5219,11,2025-09-10,8.21
11_7688,11,2025-12-31,10.14
11_3864,11,2026-01-10,67.31
11_9796,11,2025-10-06,4.76
11_1856,11,2026-01-20,32.03
11_6380,11,2026-02-25,32.65
11_4036,11,2025-09-15,10.81
11_1444,11,2026-02-03,27.47
11_8854,11,2026-02-17,7.69
11_2919,11,2026-02-22,53.25
11_2380,11,2025-09-21,165.58
11_8267,11,2025-09-06,44.02
11_9953,11,2026-01-23,29.68
11_9683,11,2025-10-04,44.39
11_1648,11,2025-10-30,12.51
11_8623,11,2025-11-16,37.65
11_1570,11,2025-12-22,17.09
11_9929,11,2025-11-07,9.88
12_6549,12,2026-01-23,48.08
12_7944,12,2025-10-29,10.7
12_3494,12,2025-10-23,63.45
12_9761,12,2025-10-04,26.57
12_4887,12,2025-09-21,21.33
12_6745,12,2026-01-04,26.51
12_1571,12,2026-02-07,8.54
12_3854,12,2025-12-07,28.08
12_2952,12,2026-02-03,17.52
12_9968,12,2026-01-03,59.73
12_3726,12,2026-01-05,30.73
12_3555,12,2025-09-01,184.7
12_3359,12,2025-09-23,9.33
12_3078,12,2025-12-09,7.14
12_1491,12,2026-02-04,7.34
12_9811,12,2025-12-29,23.75
12_4893,12,2026-02-18,19.58
12_3778,12,2026-01-23,3.42
12_6891,12,2025-12-06,35.03
12_2010,12,2025-11-13,45.25
12_5152,12,2026-01-08,10.74
12_7717,12,2025-11-22,20.4
12_4349,12,2026-01-19,24.28
12_2988,12,2026-02-18,49.48
12_7064,12,2025-09-10,32.45
12_1051,12,2025-12-24,16.88
12_7000,12,2025-09-22,24.16
12_9787,12,2025-09-17,7.01
12_9169,12,2025-09-07,47.39
12_9031,12,2026-01-06,23.37
12_5078,12,2025-10-08,3.07
12_7400,12,2026-01-01,6.12
12_7717,12,2025-08-31,26.19
12_4460,12,2025-09-22,11.21
12_7143,12,2025-09-18,8.65
12_2115,12,2025-09-30,30.28
12_7821,12,2026-02-13,11.25
12_9535,12,2026-02-15,8.76
12_5733,12,2026-02-09,29.9
12_9470,12,2026-02-05,23.52
12_4143,12,2025-12-04,37.18
12_7477,12,2026-01-15,66.95
12_4712,12,2025-10-04,30.2
12_1677,12,2026-01-29,17.73
12_3107,12,2026-01-16,7.42
12_3434,12,2025-11-13,18.89
12_8224,12,2025-10-25,15.08
13_7502,13,2025-10-08,27.87
13_7338,13,2025-11-18,13.51
13_7733,13,2025-12-15,32.54
13_1434,13,2025-09-13,56.78
13_3179,13,2025-11-18,18.62
13_5537,13,2025-11-09,39.37
13_6682,13,2026-01-21,17.04
13_2963,13,2026-02-08,23.06
13_9136,13,2026-01-03,14.3
13_2069,13,2025-12-23,14.46
13_2571,13,2026-02-13,36.72
13_8180,13,2025-12-31,33.6
13_8913,13,2026-01-04,36.22
13_4476,13,2026-01-13,27.07
13_1867,13,2026-02-13,10.65
13_4126,13,2025-09-14,23.96
13_5854,13,2025-09-16,21.81
13_1491,13,2025-09-26,8.51
13_2937,13,2026-02-14,66.38
13_3102,13,2025-11-02,19.7
13_5207,13,2025-10-27,15.44
13_1128,13,2025-11-28,6.17
13_5837,13,2025-09-23,61.21
13_6511,13,2026-02-10,22.66
14_1161,14,2026-01-30,94.4
14_4314,14,2025-09-09,39.36
14_3340,14,2025-09-17,36.3
14_6328,14,2025-09-14,53.56
14_8261,14,2026-02-19,9.56
14_9515,14,2025-12-31,53.98
14_7208,14,2025-10-14,5.2
14_5660,14,2025-11-07,33.78
14_8340,14,2026-02-18,140.27
14_5085,14,2026-01-12,4.05
14_6799,14,2025-09-22,8.77
14_6170,14,2025-09-22,18.12
14_8264,14,2025-12-09,3.88
14_8471,14,2025-10-25,10.02
14_4952,14,2025-11-28,19.28
14_4115,14,2025-11-14,20.51
14_3029,14,2025-10-06,25.3
14_4265,14,2026-01-25,16.35
14_9756,14,2025-12-29,10.49
14_7860,14,2025-11-28,13.8
14_2999,14,2026-01-31,14.62
14_8683,14,2026-02-01,29.76
14_7524,14,2026-02-15,82.52
14_2120,14,2025-11-14,61.74
14_2670,14,2025-09-04,33.7
14_8162,14,2026-01-05,69.63
14_9289,14,2025-12-31,8.18
14_1197,14,2026-01-10,23.7
14_7379,14,2026-01-31,13.69
14_3997,14,2025-11-04,6.76
14_7932,14,2025-09-01,17.19
14_9997,14,2025-09-13,4.02
14_1669,14,2025-12-27,24.16
14_2894,14,2025-10-27,11.82
14_9237,14,2026-01-19,25.14
14_6554,14,2025-12-26,16.77
14_7205,14,2026-01-11,79.27
14_8126,14,2025-10-08,198.13
14_9624,14,2026-02-20,4.23
14_7305,14,2025-11-25,52.13
14_3331,14,2025-11-10,19.21
14_6819,14,2025-09-18,1.87
14_8006,14,2025-12-18,36.53
14_8634,14,2025-09-10,21.07
14_3417,14,2025-10-10,27.99
15_4123,15,2025-11-29,8.82
15_7374,15,2026-02-09,74.96
15_5225,15,2025-11-11,33.99
15_5368,15,2025-09-17,17.78
15_9914,15,2026-02-18,18.45
15_8169,15,2025-11-22,5.79
15_7940,15,2025-11-24,80.84
15_8786,15,2025-12-04,65.06
15_8568,15,2025-11-30,35.24
15_1568,15,2026-01-13,30.49
15_5509,15,2025-10-12,31.93
15_9916,15,2025-09-23,34.69
15_4096,15,2025-09-09,12.31
15_7395,15,2026-01-02,32.09
15_8216,15,2025-09-03,17.22
15_5389,15,2025-10-28,8.39
15_4953,15,2025-11-25,163.98
15_6275,15,2026-02-16,15.69
15_5015,15,2026-02-17,19.94
15_9616,15,2025-11-29,37.15
15_5237,15,2025-11-25,191.86
15_4640,15,2025-10-01,14.77
15_8880,15,2025-11-01,3.65
15_3447,15,2026-02-09,13.16
16_1874,16,2025-09-06,30.16
16_8363,16,2025-11-27,4.14
16_5438,16,2025-12-06,5.98
16_4337,16,2025-12-30,41.71
16_5073,16,2025-09-25,4.37
16_9781,16,2025-11-13,20.75
16_7530,16,2025-10-16,13.37
16_8972,16,2025-12-20,39.9
16_9715,16,2025-10-10,2.91
16_3062,16,2025-12-12,108.72
16_5855,16,2026-01-31,16.75
16_3821,16,2026-01-10,23.89
16_6728,16,2025-12-17,14.64
16_7288,16,2025-10-17,60.53
16_2322,16,2026-02-03,14.0
16_2693,16,2025-11-02,0.62
16_3834,16,2025-11-09,5.74
16_9479,16,2025-10-02,28.89
16_1520,16,2025-11-06,13.93
16_4676,16,2025-12-20,31.31
16_2827,16,2025-10-27,20.31
16_3976,16,2025-11-07,40.84
16_6356,16,2026-02-02,49.37
16_5039,16,2026-02-02,42.29
16_6288,16,2026-02-22,3.39
16_9709,16,2026-02-03,27.65
16_4879,16,2025-11-09,40.05
16_3870,16,2025-11-17,1.56
16_6056,16,2025-12-31,6.77
16_2387,16,2026-02-23,6.78
16_7197,16,2025-10-21,67.86
16_2856,16,2025-10-08,45.63
16_8210,16,2025-12-01,47.17
16_6031,16,2025-11-17,25.44
16_4617,16,2026-02-01,8.55
16_5048,16,2025-10-23,7.98
16_4526,16,2025-10-26,40.66
17_7562,17,2025-09-30,9.48
17_8116,17,2026-02-10,21.87
17_7749,17,2026-01-25,8.95
17_3682,17,2025-09-17,30.52
17_6775,17,2025-10-10,81.58
17_7692,17,2026-02-16,2.14
17_2579,17,2026-01-09,14.97
17_4111,17,2025-08-30,7.97
17_8306,17,2025-11-17,27.94
17_1445,17,2025-11-16,40.98
17_1421,17,2026-01-06,52.46
17_4242,17,2026-01-21,19.13
17_6854,17,2025-11-14,31.46
17_1340,17,2026-02-11,14.58
17_1636,17,2026-02-25,120.93
17_1931,17,2025-09-28,16.36
17_1170,17,2025-09-10,18.77
17_3202,17,2025-12-15,5.48
17_8600,17,2026-01-05,5.92
17_9864,17,2026-02-23,27.43
17_9293,17,2025-11-06,12.82
17_1564,17,2025-09-04,102.94
17_4925,17,2025-12-07,2.36
17_5035,17,2026-02-11,1.76
17_4455,17,2025-10-03,23.2
17_2308,17,2025-11-05,18.91
17_9514,17,2025-10-17,31.65
17_8831,17,2025-12-29,131.93
17_3818,17,2025-09-02,20.29
17_9961,17,2025-09-11,20.23
17_2950,17,2026-01-30,10.38
17_9107,17,2025-12-08,15.83
17_8683,17,2025-12-24,26.29
17_2011,17,2025-10-02,7.42
17_3692,17,2025-11-29,15.18
17_6145,17,2025-10-01,57.63
17_6469,17,2026-02-24,89.44
17_3734,17,2025-10-29,20.22
17_2423,17,2025-12-16,77.7
17_3029,17,2026-02-19,30.76
17_6710,17,2025-11-04,16.72
18_5368,18,2025-12-05,5.23
18_3333,18,2025-12-16,39.73
18_8542,18,2025-10-25,5.89
18_4969,18,2025-10-09,13.01
18_7012,18,2025-10-04,17.95
18_9580,18,2025-09-23,40.57
18_1338,18,2025-12-10,4.8
18_5334,18,2026-01-24,36.5
18_5020,18,2025-12-26,15.71
18_8465,18,2025-10-26,10.87
18_5625,18,2026-01-10,23.68
18_2649,18,2025-12-04,19.29
18_9346,18,2025-10-14,6.14
18_6936,18,2025-10-02,33.82
18_1528,18,2025-10-21,13.28
18_8069,18,2026-01-28,26.06
18_9771,18,2026-02-02,12.1
18_2477,18,2025-12-31,3.79
18_5491,18,2025-10-13,20.76
18_3027,18,2026-02-09,9.41
18_4791,18,2025-12-22,91.25
18_1303,18,2025-09-10,10.88
18_5658,18,2025-09-02,6.63
18_3781,18,2025-10-18,3.81
18_8659,18,2026-02-16,110.57
18_8338,18,2026-02-24,22.63
18_2661,18,2025-10-25,130.55
18_9915,18,2025-09-25,32.76
18_9529,18,2025-09-08,6.14
18_1151,18,2026-02-06,28.36
18_6555,18,2026-01-16,24.47
18_8713,18,2025-12-04,8.91
18_2791,18,2025-11-07,155.37
18_7181,18,2025-09-29,43.43
18_7296,18,2025-12-21,55.02
19_2994,19,2025-11-22,2.7
19_4551,19,2026-01-09,43.73
19_3135,19,2025-12-29,250.59
19_3777,19,2026-02-24,16.2
19_5519,19,2026-02-04,26.49
19_9583,19,2025-11-18,57.24
19_2177,19,2026-01-29,64.69
19_5210,19,2025-11-05,37.38
19_3830,19,2025-10-12,17.07
19_2450,19,2025-09-15,42.86
19_5425,19,2025-09-19,86.41
19_2081,19,2026-01-25,38.33
19_3855,19,2025-12-14,6.57
19_8457,19,2025-11-04,8.72
19_2656,19,2025-12-03,64.81
19_6005,19,2025-10-22,28.51
19_7112,19,2025-10-17,27.05
19_5986,19,2025-11-25,1.2
19_7324,19,2025-10-02,35.96
19_3678,19,2025-11-26,96.37
19_4438,19,2025-09-09,72.99
19_7169,19,2025-09-01,12.15
19_1858,19,2025-11-05,26.14
19_7735,19,2025-09-28,18.65
19_6482,19,2025-11-08,15.77
19_9201,19,2025-12-19,7.59
19_8515,19,2025-12-26,3.07
19_4635,19,2025-12-30,99.05
20_4883,20,2026-01-09,102.95
20_8835,20,2025-10-11,15.32
20_9275,20,2025-09-15,49.04
20_2468,20,2025-12-25,4.95
20_7648,20,2025-11-16,24.7
20_4676,20,2025-12-23,53.39
20_8045,20,2025-12-15,9.46
20_4393,20,2025-10-15,11.06
20_3623,20,2026-01-29,58.81
20_8698,20,2025-11-21,27.22
20_9854,20,2026-01-01,41.33
20_6633,20,2025-12-03,54.56
20_1198,20,2025-10-26,15.85
20_8164,20,2025-09-11,147.31
20_9427,20,2026-01-20,9.33
20_6091,20,2025-12-09,12.44
20_9555,20,2026-02-22,3.41
20_8616,20,2025-10-14,19.81
20_1350,20,2025-12-20,10.08
20_1178,20,2025-10-20,12.27
20_6036,20,2025-10-28,85.08
20_1922,20,2025-10-20,88.92
20_9341,20,2025-11-26,21.87
20_7206,20,2026-02-05,47.28
20_1438,20,2026-01-10,52.34
20_6053,20,2025-12-04,78.21
20_4097,20,2025-10-20,15.81
20_6845,20,2025-10-09,22.19
20_1428,20,2026-02-03,3.82
20_1534,20,2025-09-26,5.2
20_7005,20,2026-01-05,5.35
20_2851,20,2025-11-30,10.3
20_2554,20,2026-01-25,54.9
20_1225,20,2026-01-02,17.72
20_1225,20,2025-09-02,27.88
20_9196,20,2025-11-12,8.16
20_7565,20,2025-11-05,9.33
20_6261,20,2025-12-27,58.26
20_5629,20,2026-01-22,2.36
20_2603,20,2026-01-18,29.01
20_1206,20,2025-09-09,14.68
20_2488,20,2025-12-01,23.92
20_1843,20,2025-09-21,23.68
20_1899,20,2025-12-31,1.97
20_8306,20,2025-09-19,6.92
20_1467,20,2026-01-11,16.08
20_9495,20,2026-01-12,1.8
20_5145,20,2025-10-04,37.32
20_8932,20,2025-10-15,30.29
21_9843,21,2026-02-08,29.2
21_5848,21,2025-09-21,3.19
21_1606,21,2025-10-23,9.88
21_4252,21,2025-11-03,5.71
21_5625,21,2025-09-15,15.57
21_5478,21,2026-02-15,14.33
21_4123,21,2025-09-12,17.36
21_8295,21,2025-10-02,11.1
21_1195,21,2025-10-31,55.78
21_4929,21,2025-09-04,162.14
21_9730,21,2026-01-24,76.84
21_3512,21,2025-12-14,1.95
21_6382,21,2025-09-11,8.43
21_3560,21,2025-09-01,34.28
21_3070,21,2025-11-20,55.44
21_1629,21,2025-09-17,15.78
21_3534,21,2025-11-25,7.29
21_5884,21,2025-09-02,21.88
21_6105,21,2025-12-24,18.14
21_9251,21,2025-11-30,41.45
21_3254,21,2026-01-31,7.26
21_3314,21,2026-01-31,20.75
21_4903,21,2026-01-08,59.89
21_1257,21,2025-11-15,41.1
21_4051,21,2026-01-04,34.37
21_4859,21,2025-09-08,76.28
21_9815,21,2026-02-01,8.11
21_9335,21,2026-01-28,110.98
21_7277,21,2025-11-01,41.51
21_1740,21,2025-10-05,7.84
21_3302,21,2026-02-01,50.17
22_8641,22,2025-12-23,58.76
22_3112,22,2025-11-25,28.83
22_8616,22,2025-11-10,28.17
22_7292,22,2025-08-31,26.21
22_7019,22,2025-09-22,3.29
22_5679,22,2025-12-05,13.99
22_4789,22,2026-02-11,67.72
22_9363,22,2025-10-18,19.36
22_9939,22,2025-12-31,16.47
22_9254,22,2025-10-03,19.24
22_9464,22,2025-10-13,21.29
22_6202,22,2026-02-04,5.27
22_7439,22,2025-11-14,18.41
22_1654,22,2026-01-21,23.44
22_7032,22,2026-01-08,65.37
22_9957,22,2025-09-06,44.1
22_3743,22,2025-12-09,1.09
22_8426,22,2026-02-06,6.84
22_9721,22,2025-12-24,10.09
22_7808,22,2026-01-17,16.66
22_4950,22,2025-12-28,10.83
22_3547,22,2025-11-02,17.63
