transaction_id,customer_id,txn_date,amount
7_5761,7,2025-12-29,2.3
7_3075,7,2025-11-04,53.21
7_7247,7,2026-02-04,27.52
7_8508,7,2025-09-07,17.01
7_1317,7,2026-01-25,14.57
7_3680,7,2025-09-30,20.03
7_1034,7,2025-10-27,27.22
7_3246,7,2026-02-14,26.2
7_4110,7,2025-09-04,46.41
7_2127,7,2025-09-30,8.9
7_9938,7,2025-10-23,32.82
7_4559,7,2025-10-14,41.88
7_8384,7,2025-09-28,7.11
7_9861,7,2025-12-02,33.21
7_3250,7,2025-09-29,29.95
7_2641,7,2026-01-30,10.47
7_5152,7,2026-01-07,20.71
7_6749,7,2025-11-30,4.52
8_1749,8,2026-02-04,200.42
8_6015,8,2026-02-23,58.88
8_5515,8,2025-10-31,122.9
8_5178,8,2026-01-18,37.47
8_6016,8,2025-11-10,72.95
8_8581,8,2025-11-07,39.38
8_5803,8,2025-10-13,15.64
8_5694,8,2025-10-20,19.7
8_8758,8,2025-11-10,16.3
8_6656,8,2025-11-12,8.58
8_9554,8,2025-11-20,26.07
8_9417,8,2025-10-21,4.95
8_3584,8,2026-01-11,6.07
8_1306,8,2025-09-10,31.33
8_8290,8,2025-11-06,26.52
8_9830,8,2025-12-02,86.04
8_7637,8,2025-11-28,27.45
8_4512,8,2026-02-12,27.64
8_4682,8,2025-10-28,17.8
8_1555,8,2025-12-13,30.56
8_7894,8,2025-10-05,12.75
8_9656,8,2026-01-01,8.84
8_1733,8,2025-11-17,15.07
8_7036,8,2025-10-17,7.83
8_8630,8,2026-02-06,10.2
8_2764,8,2025-09-25,39.32
8_7189,8,2026-01-20,13.55
8_3131,8,2025-09-06,13.31
8_9937,8,2026-02-06,53.54
8_7572,8,2026-02-12,15.55
8_1533,8,2026-02-23,22.79
9_8882,9,2025-10-17,10.1
9_2902,9,2025-10-29,102.61
9_8897,9,2025-12-06,52.27
9_8781,9,2025-10-02,43.74
9_7806,9,2026-01-08,11.57
9_3055,9,2025-12-25,61.31
9_6748,9,2025-11-01,10.49
9_5434,9,2025-09-20,21.79
9_4319,9,2025-09-06,74.18
9_7685,9,2025-11-24,9.81
9_7534,9,2025-10-03,3.11
9_2619,9,2025-12-25,32.46
9_4986,9,2026-01-10,5.13
9_2622,9,2025-12-31,24.28
9_4387,9,2025-10-04,35.76
9_8214,9,2026-02-22,5.32
9_5217,9,2025-10-06,19.77
9_4862,9,2026-01-10,13.84
9_7999,9,2025-10-12,59.67
9_6200,9,2025-11-28,5.74
9_8493,9,2025-12-27,28.46
9_7895,9,2025-10-11,23.12
9_4637,9,2025-11-09,3.43
9_9837,9,2026-01-06,56.43
9_5542,9,2025-11-25,16.53
9_6712,9,2025-12-24,33.57
9_8552,9,2025-12-14,11.79
9_4011,9,2026-02-21,49.86
9_8517,9,2025-10-23,83.77
9_3483,9,2026-01-18,1.14
9_7136,9,2025-12-31,17.1
9_3401,9,2025-11-18,11.0
9_1988,9,2025-12-28,32.1
9_5108,9,2025-11-10,29.82
9_2685,9,2025-09-27,11.32
9_4110,9,2026-01-21,7.74
9_1564,9,2026-02-12,7.74
9_7099,9,2025-10-29,18.79
9_9768,9,2025-11-12,25.67
9_9443,9,2025-12-18,19.66
9_4404,9,2025-11-11,9.51
9_9581,9,2025-12-04,57.57
10_6527,10,2025-09-01,153.44
10_9556,10,2025-09-18,16.97
10_1362,10,2025-10-06,22.44
10_8997,10,2025-09-19,25.72
10_2838,10,2025-10-06,21.92
10_7873,10,2025-09-03,4.21
10_1178,10,2025-12-31,11.83
10_8793,10,2025-09-14,6.62
10_9520,10,2026-01-08,35.41
10_3420,10,2025-10-02,27.3
10_2571,10,2025-10-09,17.61
10_8947,10,2025-09-10,8.82
10_8277,10,2025-12-02,17.04
10_5617,10,2026-01-24,7.27
10_3018,10,2025-11-20,21.36
10_2044,10,2026-01-29,14.95
10_1620,10,2025-12-02,23.39
10_9075,10,2025-09-02,8.78
10_8241,10,2025-11-20,21.89
10_8839,10,2025-12-23,6.72
10_7739,10,2026-02-04,16.16
10_5523,10,2025-11-06,16.43
10_3485,10,2025-10-05,17.43
10_8619,10,2025-11-06,102.79
10_7280,10,2025-12-12,15.47
10_4288,10,2025-11-30,14.85
10_8674,10,2025-12-29,25.12
10_5841,10,2025-10-11,2.38
10_6844,10,2026-02-05,19.36
10_9800,10,2026-02-06,97.79
10_5466,10,2025-11-02,26.43
10_1478,10,2025-10-06,27.75
10_7984,10,2025-11-02,15.61
10_1825,10,2025-11-26,97.77
10_9466,10,2025-11-05,29.37
10_8004,10,2025-12-22,18.9
10_7410,10,2026-01-13,9.62
10_9401,10,2025-11-21,71.13
10_3154,10,2025-09-12,12.64
10_3549,10,2025-08-30,2.22
11_3530,11,2025-10-02,7.12
11_9920,11,2026-01-06,11.85
11_9104,11,2026-02-18,12.03
11_7470,11,2025-09-27,71.57
11_7881,11,2025-12-03,9.9
11_1803,11,2025-12-16,12.84
11_3710,11,2025-09-03,72.31
11_6222,11,2025-11-14,1.27
11_4106,11,2026-02-14,58.17
11_9366,11,2025-10-19,46.24
11_7437,11,2026-02-23,13.1
11_8980,11,2026-01-30,14.37
11_9037,11,2026-02-18,13.41
11_5742,11,2025-11-17,43.89
11_3510,11,2025-11-17,35.43
11_6411,11,2026-02-22,8.51
11_2573,11,2025-10-20,62.95
11_9907,11,2025-12-25,6.97
11_1581,11,2025-09-21,19.28
11_9282,11,2026-02-13,29.66
11_1850,11,2025-10-18,9.28
11_3349,11,2025-11-21,11.89
11_4591,11,2026-02-17,5.71
11_7814,11,2025-11-02,26.49
11_9724,11,2025-10-18,41.77
11_4837,11,2025-12-12,7.39
11_3965,11,2026-02-05,12.12
11_5349,11,2025-09-23,11.41
11_1305,11,2026-01-16,13.32
11_5865,11,2026-01-06,101.03
12_1649,12,2026-02-03,14.55
12_8379,12,2025-09-03,97.76
12_9420,12,2025-11-10,33.57
12_9279,12,2025-10-10,12.47
12_9885,12,2026-01-24,39.11
12_9670,12,2025-10-24,6.18
12_9360,12,2025-09-11,65.87
12_8972,12,2025-09-23,7.98
12_4387,12,2025-10-01,33.24
12_3095,12,2025-10-25,16.05
12_2907,12,2025-09-26,11.09
12_9103,12,2026-01-10,7.39
12_5733,12,2025-12-31,10.2
12_6821,12,2025-11-01,86.31
12_2747,12,2025-10-04,11.99
12_4217,12,2026-01-18,26.63
12_6135,12,2025-10-15,42.38
12_4567,12,2025-09-28,13.74
12_2977,12,2026-01-11,6.43
12_6851,12,2026-01-19,11.33
12_5393,12,2026-01-22,5.36
12_8817,12,2025-10-02,11.76
12_1162,12,2025-11-30,18.35
12_7474,12,2026-02-12,16.09
12_6698,12,2025-09-03,30.62
12_3937,12,2025-12-05,46.68
12_9185,12,2025-09-06,32.96
12_4343,12,2025-12-17,54.77
12_1221,12,2025-10-25,157.1
12_5187,12,2025-10-30,181.19
12_9494,12,2025-10-07,34.19
12_9851,12,2025-10-29,29.0
12_7255,12,2025-09-11,126.24
12_5849,12,2026-01-27,21.89
12_2538,12,2026-01-05,11.25
12_6637,12,2025-11-29,42.33
12_7910,12,2026-01-16,8.28
12_2333,12,2025-12-20,6.06
12_1590,12,2025-10-29,5.62
12_7422,12,2025-10-22,35.13
12_2043,12,2025-12-26,191.12
12_7147,12,2025-11-05,11.49
12_5317,12,2026-02-15,3.7
12_2917,12,2025-12-24,28.6
13_3728,13,2025-12-19,80.9
13_5115,13,2026-01-09,28.43
13_4134,13,2025-09-18,64.3
13_1455,13,2025-10-12,53.26
13_8848,13,2025-12-23,33.15
13_6577,13,2026-02-18,1.35
13_8362,13,2025-12-12,39.56
13_8955,13,2025-12-12,6.55
13_5470,13,2025-10-02,17.99
13_7408,13,2026-01-31,14.17
13_5180,13,2026-02-05,14.08
13_8000,13,2026-01-06,84.11
13_3569,13,2025-08-31,15.31
13_6139,13,2025-10-17,8.92
13_6444,13,2026-02-22,29.63
13_9811,13,2025-09-29,8.2
13_6428,13,2025-11-27,7.92
13_5736,13,2025-11-13,198.52
13_6762,13,2026-02-20,22.35
13_1923,13,2025-09-26,45.0
13_8891,13,2025-10-25,24.68
13_6370,13,2025-11-12,4.92
13_9826,13,2026-01-22,18.48
13_3326,13,2025-09-03,8.21
13_1995,13,2025-10-08,10.28
13_2591,13,2026-01-08,59.41
13_5636,13,2025-09-02,11.27
13_1199,13,2025-12-26,12.08
13_7122,13,2026-02-17,17.9
13_2837,13,2025-11-30,24.86
13_8061,13,2025-11-30,9.47
13_2393,13,2026-02-05,22.28
13_6320,13,2026-01-16,2.31
13_3520,13,2026-01-18,134.45
13_9367,13,2025-10-02,18.9
13_5361,13,2025-10-10,13.48
13_4707,13,2026-02-25,10.46
13_9468,13,2025-09-11,3.31
13_8373,13,2025-11-09,4.12
13_3410,13,2026-02-14,6.06
14_6030,14,2025-11-15,56.22
14_6858,14,2026-02-18,45.18
14_1196,14,2025-09-02,34.3
14_2116,14,2025-09-04,13.78
14_6937,14,2025-12-20,35.72
14_2015,14,2025-09-18,2.34
14_7289,14,2025-10-02,9.78
14_8628,14,2025-09-23,50.39
14_5843,14,2025-12-12,22.51
14_6664,14,2025-10-27,62.46
14_2714,14,2026-02-24,8.91
14_9638,14,2026-01-28,6.75
14_3155,14,2025-12-13,82.35
14_3018,14,2026-02-16,6.42
14_9467,14,2025-10-28,20.22
14_4438,14,2026-01-18,29.42
14_1810,14,2025-09-24,37.96
14_9617,14,2025-11-01,6.4
14_9202,14,2025-12-07,22.39
14_5016,14,2025-09-10,3.68
14_6688,14,2025-12-23,10.53
14_3446,14,2026-01-02,11.6
14_8978,14,2025-12-26,22.04
14_2405,14,2026-01-08,16.87
14_4781,14,2025-09-27,4.55
14_5611,14,2026-01-19,32.17
14_5178,14,2025-10-03,46.79
14_5547,14,2025-09-15,6.09
14_4428,14,2025-10-27,50.36
14_4850,14,2026-01-27,80.84
14_7304,14,2025-09-23,15.64
14_6369,14,2025-09-07,17.56
14_5698,14,2025-11-14,45.19
14_8109,14,2025-12-13,3.2
14_4183,14,2025-12-31,64.8
14_8428,14,2025-10-31,56.4
14_3759,14,2025-09-12,61.97
14_1341,14,2026-01-23,15.59
14_7776,14,2025-09-14,5.96
14_4716,14,2026-01-01,25.22
14_3164,14,2025-10-03,2.42
14_5322,14,2025-09-16,11.45
14_8531,14,2025-10-23,16.29
14_2631,14,2025-10-10,60.97
14_2809,14,2025-12-19,6.15
15_9251,15,2025-09-17,26.36
15_3743,15,2025-12-23,63.95
15_6709,15,2026-01-26,8.94
15_7029,15,2025-12-19,30.69
15_9200,15,2025-09-21,20.2
15_6561,15,2025-12-13,12.48
15_7991,15,2026-01-12,12.98
15_7555,15,2025-11-11,18.0
15_6256,15,2026-01-06,3.31
15_3610,15,2025-10-27,14.08
15_2270,15,2025-10-24,4.93
15_7100,15,2026-01-22,4.7
15_6315,15,2025-12-01,22.78
15_8596,15,2025-11-05,19.8
15_4443,15,2026-01-28,4.31
15_4807,15,2026-02-04,4.54
15_4006,15,2025-12-20,19.72
15_5695,15,2025-10-08,29.88
15_8554,15,2025-09-17,11.99
15_6902,15,2025-12-01,10.21
15_3129,15,2025-08-31,58.1
15_1197,15,2025-11-09,12.59
15_6083,15,2026-01-06,20.71
15_4688,15,2025-10-22,5.35
15_1760,15,2026-02-05,21.35
15_4400,15,2025-10-20,32.92
15_1481,15,2025-11-26,27.78
16_4713,16,2025-08-31,14.04
16_4574,16,2026-02-09,8.15
16_9876,16,2025-09-27,58.01
16_8903,16,2026-02-07,12.83
16_5141,16,2026-01-29,5.61
16_3587,16,2026-02-21,282.69
16_2125,16,2025-10-02,4.47
16_8036,16,2025-12-24,106.11
16_1187,16,2026-01-03,95.77
16_5582,16,2025-09-06,11.64
16_7173,16,2025-10-10,19.12
16_1274,16,2026-02-21,10.32
16_2780,16,2026-01-11,48.09
16_4553,16,2026-02-14,8.09
16_2505,16,2026-01-05,20.67
16_1579,16,2025-11-22,2.93
16_9163,16,2025-11-16,18.57
16_8019,16,2025-12-13,38.08
16_3381,16,2025-10-06,9.73
16_3818,16,2025-09-24,2.37
16_7189,16,2025-08-31,463.01
16_4722,16,2025-12-06,165.73
16_2918,16,2026-02-22,6.24
17_7968,17,2025-11-09,23.64
17_1829,17,2025-12-16,19.93
17_3968,17,2025-11-02,7.22
17_1858,17,2025-12-25,9.08
17_7651,17,2026-01-19,48.69
17_8619,17,2026-02-04,44.22
17_3923,17,2025-11-25,188.62
17_3241,17,2026-02-05,31.82
17_1845,17,2025-09-10,8.21
17_4996,17,2025-12-31,10.14
17_7461,17,2026-01-10,67.31
17_1088,17,2025-10-06,4.76
17_8551,17,2026-01-20,32.03
17_5780,17,2026-02-25,32.65
17_1571,17,2025-09-15,10.81
17_8251,17,2026-02-03,27.47
17_1530,17,2026-02-17,7.69
17_1019,17,2026-02-22,53.25
17_6208,17,2025-09-21,165.58
17_1700,17,2025-09-06,44.02
17_4412,17,2026-01-23,29.68
17_7233,17,2025-10-04,44.39
17_5761,17,2025-10-30,12.51
17_4813,17,2025-11-16,37.65
17_8179,17,2025-12-22,17.09
17_9320,17,2025-11-07,9.88
18_6434,18,2026-01-23,48.08
18_7495,18,2025-10-29,10.7
18_5383,18,2025-10-23,63.45
18_3066,18,2025-10-04,26.57
18_1800,18,2025-09-21,21.33
18_6405,18,2026-01-04,26.51
18_5696,18,2026-02-07,8.54
18_3903,18,2025-12-07,28.08
18_5225,18,2026-02-03,17.52
18_8739,18,2026-01-03,59.73
18_8920,18,2026-01-05,30.73
18_7885,18,2025-09-01,184.7
18_9444,18,2025-09-23,9.33
18_8871,18,2025-12-09,7.14
18_4122,18,2026-02-04,7.34
18_5380,18,2025-12-29,23.75
18_9329,18,2026-02-18,19.58
18_5519,18,2026-01-23,3.42
18_7504,18,2025-12-06,35.03
18_5571,18,2025-11-13,45.25
18_6278,18,2026-01-08,10.74
18_2437,18,2025-11-22,20.4
18_3362,18,2026-01-19,24.28
18_1591,18,2026-02-18,49.48
18_5700,18,2025-09-10,32.45
18_8377,18,2025-12-24,16.88
18_9479,18,2025-09-22,24.16
18_8664,18,2025-09-17,7.01
18_7425,18,2025-09-07,47.39
18_1851,18,2026-01-06,23.37
18_1930,18,2025-10-08,3.07
18_3931,18,2026-01-01,6.12
18_8256,18,2025-08-31,26.19
18_9015,18,2025-09-22,11.21
18_7903,18,2025-09-18,8.65
18_1634,18,2025-09-30,30.28
18_4587,18,2026-02-13,11.25
18_4899,18,2026-02-15,8.76
18_1480,18,2026-02-09,29.9
18_6385,18,2026-02-05,23.52
18_3299,18,2025-12-04,37.18
18_7194,18,2026-01-15,66.95
18_5547,18,2025-10-04,30.2
18_9381,18,2026-01-29,17.73
18_8979,18,2026-01-16,7.42
18_8000,18,2025-11-13,18.89
18_1920,18,2025-10-25,15.08
19_8241,19,2025-10-08,27.87
19_5957,19,2025-11-18,13.51
19_1106,19,2025-12-15,32.54
19_2588,19,2025-09-13,56.78
19_4371,19,2025-11-18,18.62
19_3944,19,2025-11-09,39.37
19_5481,19,2026-01-21,17.04
19_5597,19,2026-02-08,23.06
19_4205,19,2026-01-03,14.3
19_8834,19,2025-12-23,14.46
19_9316,19,2026-02-13,36.72
19_8905,19,2025-12-31,33.6
19_7318,19,2026-01-04,36.22
19_5743,19,2026-01-13,27.07
19_4558,19,2026-02-13,10.65
19_8320,19,2025-09-14,23.96
19_4646,19,2025-09-16,21.81
19_4609,19,2025-09-26,8.51
19_6686,19,2026-02-14,66.38
19_6612,19,2025-11-02,19.7
19_5817,19,2025-10-27,15.44
19_9943,19,2025-11-28,6.17
19_7343,19,2025-09-23,61.21
19_1197,19,2026-02-10,22.66
20_8155,20,2026-01-30,94.4
20_8535,20,2025-09-09,39.36
20_2205,20,2025-09-17,36.3
20_2707,20,2025-09-14,53.56
20_8028,20,2026-02-19,9.56
20_3745,20,2025-12-31,53.98
20_8315,20,2025-10-14,5.2
20_1883,20,2025-11-07,33.78
20_1922,20,2026-02-18,140.27
20_8532,20,2026-01-12,4.05
20_8126,20,2025-09-22,8.77
20_2242,20,2025-09-22,18.12
20_3081,20,2025-12-09,3.88
20_2072,20,2025-10-25,10.02
20_3346,20,2025-11-28,19.28
20_6996,20,2025-11-14,20.51
20_1597,20,2025-10-06,25.3
20_3931,20,2026-01-25,16.35
20_6169,20,2025-12-29,10.49
20_3761,20,2025-11-28,13.8
20_9522,20,2026-01-31,14.62
20_8301,20,2026-02-01,29.76
20_2419,20,2026-02-15,82.52
20_1949,20,2025-11-14,61.74
20_9668,20,2025-09-04,33.7
20_1104,20,2026-01-05,69.63
20_6022,20,2025-12-31,8.18
20_3588,20,2026-01-10,23.7
20_5344,20,2026-01-31,13.69
20_5304,20,2025-11-04,6.76
20_7599,20,2025-09-01,17.19
20_3547,20,2025-09-13,4.02
20_2154,20,2025-12-27,24.16
20_4135,20,2025-10-27,11.82
20_7864,20,2026-01-19,25.14
20_4770,20,2025-12-26,16.77
20_9698,20,2026-01-11,79.27
20_5669,20,2025-10-08,198.13
20_5848,20,2026-02-20,4.23
20_2817,20,2025-11-25,52.13
20_1165,20,2025-11-10,19.21
20_5398,20,2025-09-18,1.87
20_6072,20,2025-12-18,36.53
20_6631,20,2025-09-10,21.07
20_6380,20,2025-10-10,27.99
21_1339,21,2025-11-29,8.82
21_9340,21,2026-02-09,74.96
21_7902,21,2025-11-11,33.99
21_7728,21,2025-09-17,17.78
21_7083,21,2026-02-18,18.45
21_4985,21,2025-11-22,5.79
21_1848,21,2025-11-24,80.84
21_9958,21,2025-12-04,65.06
21_4565,21,2025-11-30,35.24
21_4943,21,2026-01-13,30.49
21_7287,21,2025-10-12,31.93
21_3705,21,2025-09-23,34.69
21_5414,21,2025-09-09,12.31
21_3395,21,2026-01-02,32.09
21_6218,21,2025-09-03,17.22
21_8469,21,2025-10-28,8.39
21_5440,21,2025-11-25,163.98
21_9146,21,2026-02-16,15.69
21_9173,21,2026-02-17,19.94
21_9097,21,2025-11-29,37.15
21_4260,21,2025-11-25,191.86
21_9771,21,2025-10-01,14.77
21_6369,21,2025-11-01,3.65
21_8461,21,2026-02-09,13.16
22_7502,22,2025-09-06,30.16
22_7863,22,2025-11-27,4.14
22_1364,22,2025-12-06,5.98
22_8446,22,2025-12-30,41.71
22_1540,22,2025-09-25,4.37
22_6008,22,2025-11-13,20.75
22_1506,22,2025-10-16,13.37
22_1866,22,2025-12-20,39.9
22_4954,22,2025-10-10,2.91
22_9482,22,2025-12-12,108.72
22_4542,22,2026-01-31,16.75
22_3417,22,2026-01-10,23.89
22_4162,22,2025-12-17,14.64
22_1812,22,2025-10-17,60.53
22_8334,22,2026-02-03,14.0
22_6684,22,2025-11-02,0.62
22_6653,22,2025-11-09,5.74
22_3645,22,2025-10-02,28.89
22_2093,22,2025-11-06,13.93
22_3552,22,2025-12-20,31.31
22_9141,22,2025-10-27,20.31
22_5938,22,2025-11-07,40.84
22_4088,22,2026-02-02,49.37
22_3363,22,2026-02-02,42.29
22_8104,22,2026-02-22,3.39
22_8536,22,2026-02-03,27.65
22_1138,22,2025-11-09,40.05
22_2118,22,2025-11-17,1.56
22_6489,22,2025-12-31,6.77
22_9801,22,2026-02-23,6.78
22_7189,22,2025-10-21,67.86
22_9679,22,2025-10-08,45.63
22_6624,22,2025-12-01,47.17
22_7220,22,2025-11-17,25.44
22_4730,22,2026-02-01,8.55
22_9960,22,2025-10-23,7.98
22_6305,22,2025-10-26,40.66
23_6388,23,2025-09-30,9.48
23_7442,23,2026-02-10,21.87
23_2789,23,2026-01-25,8.95
23_4871,23,2025-09-17,30.52
23_3504,23,2025-10-10,81.58
23_8014,23,2026-02-16,2.14
23_1975,23,2026-01-09,14.97
23_4687,23,2025-08-30,7.97
23_6711,23,2025-11-17,27.94
23_1680,23,2025-11-16,40.98
23_5729,23,2026-01-06,52.46
23_1439,23,2026-01-21,19.13
23_7794,23,2025-11-14,31.46
23_3602,23,2026-02-11,14.58
23_7393,23,2026-02-25,120.93
23_6785,23,2025-09-28,16.36
23_2177,23,2025-09-10,18.77
23_6571,23,2025-12-15,5.48
23_2424,23,2026-01-05,5.92
23_1105,23,2026-02-23,27.43
